"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-11",,,,,"0.09",",,W,2400","0.0","T,,W,2400","5.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-12",,,,,"0.28",",,W,2400","2.1",",,W,2400","3.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-13",,,,,"0.05",",,W,2400","1.7",",,W,2400","5.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-14",,,,,"0.14",",,W,2400","3.2",",,W,2400","7.1",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-15",,,,,"0.09",",,W,2400","1.3",",,W,2400","7.1",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-16",,,,,"0.09",",,W,2400","1.6",",,W,2400","7.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-17",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","9.1",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-18",,,,,"0.09",",,W,2400","0.7",",,W,2400","7.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-19",,,,,"0.01",",,W,2400","0.0","T,,W,2400","7.1",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-20",,,,,"0.00",",,W,2400","0.0",",,W,2400","7.1",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-21",,,,,"0.07",",,W,2400","0.0",",,W,2400","5.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-22",,,,,"0.13",",,W,2400","0.0",",,W,2400","5.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-23",,,,,"0.46",",,W,2400","0.0",",,W,2400","5.1",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-24",,,,,"0.11",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-25",,,,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-26",,,,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-27",,,,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-28",,,,,"0.40",",,W,2400","0.4",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-29",,,,,"0.14",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-30",,,,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-01-31",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-01",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-02",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-03",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-04",,,,,"0.05",",,W,2400","0.5",",,W,2400","1.2",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-05",,,,,"0.30",",,W,2400","2.7",",,W,2400","2.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-06",,,,,"0.22",",,W,2400","0.5",",,W,2400","2.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-07",,,,,"0.06",",,W,2400","0.0","T,,W,2400","2.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-08",,,,,"0.02",",,W,2400","0.0","T,,W,2400","1.2",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-09",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-10",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-11",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-12",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-13",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-14",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-15",,,,,"0.05",",,W,2400","0.1",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-16",,,,,"0.00",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-17",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-18",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-19",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-20",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-21",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-22",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-23",,,,,"0.19",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-24",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-25",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-26",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-27",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-28",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-02-29",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-01",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-02",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-03",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-04",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-05",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-06",,,,,"0.13",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-07",,,,,"0.20",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-08",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-09",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-10",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-11",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-12",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-13",,,,,"0.17",",,W,2400","3.4",",,W,2400","3.1",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-14",,,,,"0.04",",,W,2400","2.4",",,W,2400","3.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-15",,,,,"0.00",",,W,2400","0.0",",,W,2400","3.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-16",,,,,"0.00",",,W,2400","0.0",",,W,2400","3.9",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-17",,,,,"0.00",",,W,2400","0.0",",,W,2400","2.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-18",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-19",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-20",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-21",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-22",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-23",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-24",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-25",,,,,"0.06",",,W,2400","0.3",",,W,2400","0.0","T,,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-26",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-27",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-28",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-29",,,,,"0.03",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-30",,,,,"0.07",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-03-31",,,,,"0.11",",,W,2400","0.3",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-01",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-02",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-03",,,,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-04",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-05",,,,,"0.05",",,W,2400","0.6",",,W,2400","0.0","T,,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-06",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-07",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-08",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-09",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-10",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-11",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-12",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-13",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-14",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-15",,,,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-16",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-17",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-18",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-19",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-20",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-21",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-22",,,,,"0.15",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-23",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-24",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-25",,,,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-26",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-27",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-28",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-29",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-04-30",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-01",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-02",,,,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-03",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-04",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-05",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-06",,,,,"0.22",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-07",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-08",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-09",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-10",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-11",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-12",,,,,"0.08",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-13",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-14",,,,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-15",,,,,"0.08",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-16",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-17",,,,,"0.26",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-18",,,,,"0.17",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-19",,,,,"0.08",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-20",,,,,"1.40",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-21",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-22",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-23",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.62168","-117.52796","717.7","2020-05-24",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400"
